name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
edinburgh,2022-09-26,14.2,5.4,10.1,14.2,2.7,9.2,4.9,70.8,1.126,100,16.67,rain,0,0,36.9,19.1,276.7,1000.7,60.9,26.6,85.6,7.4,4,10,2022-09-26T07:05:38,2022-09-26T19:01:36,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-09-27,13.2,4.8,9.2,13.2,1.6,7.7,4.1,71,0.049,100,16.67,rain,0,0,42.3,22.6,269.3,998.5,59.1,32.5,61.2,5.2,2,10,2022-09-27T07:07:36,2022-09-27T18:58:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-09-28,13.9,6.6,10.6,13.9,4.7,10.2,6.5,75.8,1.005,100,41.67,rain,0,0,27.9,14.2,319,1001.4,88.2,35.8,49.6,4.3,3,10,2022-09-28T07:09:34,2022-09-28T18:56:19,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03158099999,03166099999,03171099999,03162099999,03152099999,E8716,03144099999,E4719,EGPF,EGPH,03155099999,03160099999,EGQL"
edinburgh,2022-09-29,15.8,8.8,12.8,15.8,8.8,12.8,9.6,81.1,0.011,100,8.33,rain,0,0,29.5,20.3,43.5,1007.3,60.2,22.1,54.7,4.7,3,10,2022-09-29T07:11:33,2022-09-29T18:53:41,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-09-30,15.4,10.4,12.5,15.4,10.4,12.5,9,79.3,15.114,100,54.17,rain,0,0,66.6,43.7,213.9,993.3,66.7,20.3,25.7,2.1,1,10,2022-09-30T07:13:31,2022-09-30T18:51:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-10-01,14.3,8.1,11,14.3,6.1,10.5,8.4,83.9,5.914,100,75,rain,0,0,47.2,28.9,240.9,997.1,45.9,21.6,69,5.9,4,10,2022-10-01T07:15:30,2022-10-01T18:48:25,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-10-02,15.8,9.4,12.2,15.8,7.1,11.9,8.4,78.2,0,0,0,,0,0,45,25.6,250.8,1015.7,22.1,22.9,100.6,8.8,5,10,2022-10-02T07:17:29,2022-10-02T18:45:48,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-10-03,15,10.4,13.1,15,10.4,13.1,9.4,78.8,0.024,100,12.5,rain,0,0,51.2,31.3,210.9,1019.3,79.3,29.5,39.3,3.3,2,10,2022-10-03T07:19:29,2022-10-03T18:43:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-10-04,16,10.9,14.3,16,10.9,14.3,12,86.3,6.536,100,62.5,rain,0,0,57.2,38.9,220.8,1004.8,82.4,22.7,36,3.1,2,10,2022-10-04T07:21:29,2022-10-04T18:40:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-10-05,14.5,8.1,11.2,14.5,5,10.5,9,86.4,7.142,100,83.33,rain,0,0,46.3,30.8,236.1,999.7,74.8,26.4,40,3.4,2,10,2022-10-05T07:23:28,2022-10-05T18:37:58,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-10-06,14.9,10,12.6,14.9,10,12.6,9.5,81.7,2.551,100,66.67,rain,0,0,64.5,43.5,235.5,1011.3,60.9,19.3,72.5,6.1,4,10,2022-10-06T07:25:29,2022-10-06T18:35:23,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-10-07,13.9,7.5,10.5,13.9,4.3,9.1,7.9,84.2,13.381,100,79.17,rain,0,0,64.6,41,242.9,1007.1,53,23.1,71.4,6.1,4,10,2022-10-07T07:27:29,2022-10-07T18:32:48,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999"
edinburgh,2022-10-08,13.5,7.2,10.1,13.5,4.4,8.7,7.1,82.4,0.354,100,8.33,rain,0,0,43.5,26.6,244.6,1016.3,36.3,26.3,68.4,6,4,10,2022-10-08T07:29:30,2022-10-08T18:30:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
